time,line,gt,0.02,0.10,0.25,0.5,0.75,0.90,0.98
-69,"A, 31",14.737475395202637,14.599992752075195,14.665257453918455,14.7432279586792,14.797005653381348,14.843936920166016,14.894464492797852,15.116257667541504
-68,"A, 31",14.656105995178224,14.482830047607422,14.545120239257812,14.610723495483398,14.652766227722168,14.700942993164062,14.768972396850586,14.997326850891112
-67,"A, 31",14.60102081298828,14.49421501159668,14.550403594970703,14.61195182800293,14.66913604736328,14.728529930114746,14.831709861755373,15.051326751708984
-66,"A, 31",14.642086029052734,14.45841121673584,14.51963996887207,14.58012866973877,14.63925075531006,14.68082332611084,14.78991413116455,15.010580062866213
-65,"A, 31",14.537344932556152,14.482810974121094,14.55070686340332,14.614020347595217,14.688726425170898,14.73381233215332,14.853841781616213,15.074339866638184
-64,"A, 31",14.4896821975708,14.449173927307127,14.51785945892334,14.583491325378418,14.648231506347656,14.680134773254396,14.793779373168944,15.010401725769045
-63,"A, 31",14.88319492340088,14.48780345916748,14.553054809570312,14.617349624633787,14.687724113464355,14.72602653503418,14.825303077697754,15.035197257995604
-62,"A, 31",14.64747714996338,14.453462600708008,14.5172758102417,14.581363677978516,14.640926361083984,14.67399787902832,14.763493537902832,14.961821556091309
-61,"A, 31",14.743230819702148,14.445691108703612,14.503521919250488,14.569921493530272,14.633217811584473,14.68183135986328,14.761297225952148,14.956809997558594
-60,"A, 31",14.64496898651123,14.379036903381348,14.43560028076172,14.501495361328123,14.556928634643556,14.610811233520508,14.696073532104492,14.877862930297852
-59,"A, 31",14.527684211730955,14.330070495605469,14.383069038391112,14.45311450958252,14.512969017028809,14.590097427368164,14.678386688232422,14.86647129058838
-58,"A, 31",14.362322807312012,14.279109001159668,14.332621574401855,14.392521858215332,14.444247245788574,14.513651847839355,14.600029945373535,14.770203590393066
-57,"A, 31",14.497841835021973,14.25894832611084,14.31003475189209,14.373465538024902,14.430158615112305,14.51451015472412,14.602862358093262,14.787286758422852
-56,"A, 31",14.50087070465088,14.226500511169434,14.279807090759276,14.330766677856444,14.37874698638916,14.444805145263672,14.521478652954102,14.688840866088867
-55,"A, 31",14.43608570098877,14.217147827148438,14.266885757446287,14.323766708374023,14.37695598602295,14.45595645904541,14.538012504577637,14.722908973693848
-54,"A, 31",14.468774795532228,14.197404861450195,14.249686241149902,14.29578971862793,14.341572761535645,14.402138710021973,14.472208023071287,14.642358779907228
-53,"A, 31",14.470928192138672,14.192441940307615,14.240443229675291,14.293744087219238,14.344287872314451,14.41714096069336,14.494429588317873,14.681459426879885
-52,"A, 31",14.334684371948242,14.18059539794922,14.231782913208008,14.27585506439209,14.320433616638184,14.377313613891602,14.443997383117676,14.617798805236816
-51,"A, 31",14.335165977478027,14.178229331970217,14.224757194519045,14.276497840881348,14.325474739074709,14.394021034240724,14.468649864196776,14.657430648803713
-50,"A, 31",14.347850799560549,14.170443534851074,14.220882415771484,14.263914108276367,14.307658195495604,14.361947059631348,14.426454544067385,14.602497100830078
-49,"A, 31",14.375411033630373,14.150629043579102,14.205464363098145,14.257418632507324,14.292707443237305,14.362213134765623,14.419525146484377,14.541231155395508
-48,"A, 31",14.40634059906006,14.159810066223145,14.222951889038086,14.262149810791016,14.2797269821167,14.33791446685791,14.3643798828125,14.503392219543455
-47,"A, 31",14.405817031860352,14.1708984375,14.234472274780272,14.264495849609377,14.28859806060791,14.348424911499023,14.363988876342772,14.479400634765623
-46,"A, 31",14.321176528930664,14.169378280639648,14.227829933166504,14.264198303222656,14.290447235107422,14.343085289001465,14.370975494384766,14.524231910705566
-45,"A, 31",14.3568754196167,14.168776512145996,14.238998413085938,14.270271301269531,14.313106536865234,14.368975639343262,14.390276908874512,14.502741813659668
-44,"A, 31",14.172868728637695,14.150249481201172,14.224451065063477,14.275652885437012,14.348770141601562,14.398789405822754,14.446961402893066,14.608853340148926
-43,"A, 31",14.558640480041504,14.050947189331056,14.156466484069824,14.234541893005373,14.35014533996582,14.4302396774292,14.490708351135254,14.6054048538208
-42,"A, 31",13.972987174987791,13.819172859191896,13.936223983764648,14.01269245147705,14.120405197143556,14.206506729125977,14.311610221862791,14.475202560424805
-41,"A, 31",13.8677978515625,13.882767677307127,13.98414421081543,14.034262657165527,14.10081386566162,14.16322135925293,14.20301914215088,14.282928466796877
-40,"A, 31",14.18638515472412,13.979484558105469,14.06313705444336,14.106096267700195,14.15456199645996,14.201062202453612,14.232020378112791,14.298824310302734
-39,"A, 31",14.386959075927734,14.017821311950684,14.102144241333008,14.145014762878418,14.191655158996582,14.258254051208496,14.270549774169922,14.319923400878906
-38,"A, 31",14.389392852783203,14.036734580993652,14.116244316101074,14.165597915649414,14.2051420211792,14.25938892364502,14.277429580688477,14.33740520477295
-37,"A, 31",14.416619300842283,14.166197776794434,14.232172012329102,14.270118713378906,14.328055381774902,14.40704345703125,14.4479341506958,14.517592430114746
-36,"A, 31",14.39638328552246,14.099096298217772,14.183773040771484,14.227252006530762,14.273910522460938,14.338045120239258,14.372621536254885,14.448400497436523
-35,"A, 31",14.429407119750977,14.289650917053224,14.35041332244873,14.375374794006348,14.421544075012209,14.459758758544922,14.524763107299805,14.607392311096191
-34,"A, 31",14.320375442504885,14.183910369873049,14.25937271118164,14.284224510192873,14.323684692382812,14.359793663024902,14.410391807556152,14.496251106262209
-33,"A, 31",14.288392066955566,14.277012825012209,14.342511177062988,14.3607759475708,14.398402214050291,14.422927856445312,14.48810863494873,14.595858573913574
-32,"A, 31",14.41616439819336,14.311568260192873,14.405672073364258,14.462554931640623,14.506875038146973,14.553385734558104,14.63190746307373,14.842044830322266
-31,"A, 31",14.54024887084961,14.478455543518066,14.598016738891602,14.65761375427246,14.715118408203123,14.771766662597656,14.864995002746582,15.06626033782959
-30,"A, 31",14.572905540466309,14.468750953674316,14.598283767700195,14.67412281036377,14.739595413208008,14.811776161193848,14.903115272521973,15.149807929992676
-29,"A, 31",14.588119506835938,14.331080436706545,14.454325675964355,14.514735221862791,14.605823516845703,14.691375732421877,14.810300827026367,15.09804344177246
-28,"A, 31",14.81735897064209,14.526515007019045,14.677501678466797,14.72531509399414,14.802091598510742,14.881648063659668,14.991636276245115,15.327815055847168
-27,"A, 31",15.379107475280762,14.874715805053713,15.041874885559082,15.109695434570312,15.208694458007812,15.30031967163086,15.404989242553713,15.718498229980469
-26,"A, 31",15.198883056640623,14.919939994812012,15.076294898986816,15.116150856018066,15.208237648010254,15.286018371582031,15.376829147338867,15.694591522216797
-25,"A, 31",15.361044883728027,14.902982711791992,15.030817031860352,15.076313018798828,15.154900550842283,15.23554229736328,15.295090675354004,15.568285942077637
-24,"A, 31",15.178421974182127,14.839855194091797,14.962376594543455,14.998231887817385,15.05569839477539,15.130796432495115,15.177159309387209,15.444162368774414
-23,"A, 31",14.98580551147461,14.818657875061035,14.925920486450195,14.979763984680176,15.03851318359375,15.097650527954102,15.124284744262695,15.345805168151855
-22,"A, 31",14.829659461975098,14.770737648010254,14.867616653442385,14.922181129455566,14.98207664489746,15.024628639221191,15.049508094787598,15.254021644592283
-21,"A, 31",14.54399585723877,14.64371109008789,14.7087984085083,14.784994125366213,14.846961975097656,14.889508247375488,14.927641868591309,15.132682800292969
-20,"A, 31",14.546642303466797,14.543816566467283,14.597378730773926,14.66442584991455,14.703624725341797,14.751493453979492,14.802849769592283,15.01340675354004
-19,"A, 31",14.625802993774414,14.50704860687256,14.551957130432127,14.615262031555176,14.660213470458984,14.723453521728516,14.809468269348145,15.020421981811523
-18,"A, 31",14.603888511657717,14.485740661621094,14.536080360412598,14.59268856048584,14.638753890991213,14.689926147460938,14.781063079833984,14.992563247680664
-17,"A, 31",14.48218059539795,14.499431610107422,14.553356170654297,14.61288356781006,14.675524711608888,14.720988273620604,14.82316780090332,15.029531478881836
-16,"A, 31",14.43783473968506,14.463254928588867,14.52743434906006,14.59230136871338,14.65294361114502,14.684017181396484,14.78364086151123,14.985237121582031
-15,"A, 31",14.516380310058594,14.487242698669434,14.549922943115234,14.619051933288574,14.684442520141602,14.724684715270996,14.818011283874512,15.022336959838867
-14,"A, 31",14.59938144683838,14.441612243652344,14.505793571472168,14.581368446350098,14.63861846923828,14.67880916595459,14.764849662780762,14.960741996765137
-13,"A, 31",14.520081520080566,14.404603958129885,14.463741302490234,14.54969310760498,14.605683326721191,14.673187255859377,14.754642486572266,14.95650863647461
-12,"A, 31",14.4352445602417,14.321880340576172,14.382160186767578,14.471461296081545,14.519299507141112,14.59794807434082,14.681614875793455,14.867366790771484
-11,"A, 31",14.377248764038086,14.266489028930664,14.324317932128906,14.415328025817873,14.460062980651855,14.565269470214844,14.647899627685549,14.843111991882324
-10,"A, 31",14.358346939086914,14.226279258728027,14.287440299987791,14.366817474365234,14.40756893157959,14.50066089630127,14.576441764831545,14.751043319702148
-9,"A, 31",14.37710952758789,14.210296630859377,14.268145561218262,14.348234176635742,14.390340805053713,14.498919486999512,14.576306343078612,14.764508247375488
-8,"A, 31",14.441267013549805,14.192364692687988,14.252924919128418,14.32172679901123,14.36188507080078,14.45127773284912,14.51890754699707,14.685035705566406
-7,"A, 31",14.398833274841309,14.183919906616213,14.239487648010254,14.310906410217283,14.354580879211426,14.454983711242676,14.529046058654783,14.70919132232666
-6,"A, 31",14.385541915893556,14.174352645874023,14.23329257965088,14.295111656188965,14.337923049926758,14.419246673583984,14.484103202819824,14.646492004394531
-5,"A, 31",15.240371704101562,14.168432235717772,14.222339630126951,14.288047790527344,14.334132194519045,14.424508094787598,14.49655818939209,14.673123359680176
-4,"A, 31",14.669504165649414,14.162667274475098,14.22085666656494,14.27796745300293,14.322677612304688,14.39687442779541,14.460094451904297,14.623896598815918
-3,"A, 31",14.714417457580566,14.15931510925293,14.21255588531494,14.275391578674316,14.322758674621582,14.406636238098145,14.477171897888184,14.654808044433594
-2,"A, 31",14.431589126586914,14.155484199523926,14.21336841583252,14.268106460571287,14.313485145568848,14.383379936218262,14.445321083068848,14.612414360046388
-1,"A, 31",14.21852684020996,14.117427825927734,14.192121505737305,14.2621488571167,14.289606094360352,14.370635986328123,14.463107109069824,14.609521865844728
-96,"A, 65",5.6351823806762695,5.570817947387695,5.619060516357422,5.619988918304443,5.6344990730285645,5.645506381988525,5.6613383293151855,5.691874027252197
-95,"A, 65",5.635218143463135,5.582959175109863,5.618376731872559,5.624533653259277,5.633347511291504,5.644047737121582,5.659457683563232,5.684677600860596
-94,"A, 65",5.635039806365967,5.586461544036865,5.623466968536377,5.6307783126831055,5.637959003448486,5.651106834411621,5.662469863891602,5.686492443084717
-93,"A, 65",5.635396480560303,5.58586311340332,5.620596885681152,5.628874778747559,5.637218952178955,5.648405075073242,5.66042947769165,5.6811370849609375
-92,"A, 65",5.63478946685791,5.584222316741943,5.622788906097412,5.6303887367248535,5.640198707580566,5.651379108428955,5.660758018493652,5.6777424812316895
-91,"A, 65",5.6353607177734375,5.579691886901856,5.6153082847595215,5.623376369476318,5.634267807006836,5.643406867980957,5.655607223510742,5.671937465667725
-90,"A, 65",5.634932518005371,5.578712463378906,5.6166672706604,5.624791145324707,5.636528968811035,5.646259784698486,5.659163475036621,5.673432350158691
-89,"A, 65",5.635324954986572,5.577021598815918,5.610531806945801,5.620273590087891,5.630810260772705,5.639307022094727,5.65403413772583,5.669403553009033
-88,"A, 65",5.635075092315674,5.580442905426025,5.615872859954834,5.624809741973877,5.635702133178711,5.644312381744385,5.6600751876831055,5.674757957458496
-87,"A, 65",5.635146617889404,5.580592155456543,5.611782550811768,5.622430324554443,5.631017684936523,5.638384819030762,5.652886390686035,5.669621467590332
-86,"A, 65",5.63614559173584,5.58488130569458,5.618671894073486,5.628406047821045,5.63618278503418,5.643728256225586,5.657864570617676,5.674485683441162
-85,"A, 65",5.647706031799316,5.584288597106934,5.614516735076904,5.62476921081543,5.6316986083984375,5.638685703277588,5.651029109954834,5.668401718139648
-84,"A, 65",5.635824680328369,5.587268829345703,5.620400428771973,5.629940509796143,5.635854244232178,5.644543647766113,5.656160354614258,5.673118114471436
-83,"A, 65",5.651576519012451,5.587273597717285,5.616575241088867,5.625317573547363,5.633087158203125,5.640963077545166,5.6535186767578125,5.668504238128662
-82,"A, 65",5.635110855102539,5.588763236999512,5.620946407318115,5.629626274108887,5.636098861694336,5.64652156829834,5.658825397491455,5.674691200256348
-81,"A, 65",5.63478946685791,5.587937831878662,5.617119789123535,5.625114917755127,5.632959365844727,5.641152858734131,5.655972003936768,5.669926166534424
-80,"A, 65",5.635503768920898,5.584701061248779,5.615481376647949,5.624524593353272,5.6318182945251465,5.641993522644043,5.654101371765137,5.679502487182617
-79,"A, 65",5.618370056152344,5.578573226928711,5.608225345611572,5.61676549911499,5.624807834625244,5.633482933044434,5.644810676574707,5.671772003173828
-78,"A, 65",5.626469135284424,5.584920406341553,5.611390590667725,5.616084575653076,5.626280307769775,5.637719631195068,5.647150039672852,5.68114185333252
-77,"A, 65",5.630960941314697,5.589180946350098,5.61682653427124,5.620279312133789,5.630068302154541,5.638066291809082,5.646716594696045,5.672837257385254
-76,"A, 65",5.635396480560303,5.591712474822998,5.615824699401856,5.621540546417236,5.633082389831543,5.64119815826416,5.647806167602539,5.68052339553833
-75,"A, 65",5.635004043579102,5.593117713928223,5.619431018829346,5.629579544067383,5.637906074523926,5.643245697021484,5.648916244506836,5.674355983734131
-74,"A, 65",5.6353607177734375,5.595072269439697,5.619975090026856,5.629482269287109,5.6360602378845215,5.640854835510254,5.645485877990723,5.677580833435059
-73,"A, 65",5.635110855102539,5.594783782958984,5.624188423156738,5.632112979888916,5.636989116668701,5.642301559448242,5.644900321960449,5.671641826629639
-72,"A, 65",5.634932518005371,5.594053268432617,5.627689838409424,5.632592678070068,5.637833595275879,5.642924308776856,5.644169330596924,5.676782608032227
-71,"A, 65",5.635289669036865,5.592226982116699,5.625749111175537,5.632795333862305,5.638282299041748,5.6418538093566895,5.643112659454346,5.669306755065918
-70,"A, 65",5.634682655334473,5.59586763381958,5.628321647644043,5.635365962982178,5.638754844665527,5.6417083740234375,5.644014835357666,5.665205955505371
-69,"A, 65",5.635289669036865,5.598637580871582,5.6295695304870605,5.638020992279053,5.639891624450684,5.643840789794922,5.646496295928955,5.656510829925537
-68,"A, 65",5.625244140625,5.599247455596924,5.634115695953369,5.639296054840088,5.639709949493408,5.645747184753418,5.648510932922363,5.658057689666748
-67,"A, 65",5.632143020629883,5.599440097808838,5.63125467300415,5.636350631713867,5.640408992767334,5.646297454833984,5.649972915649414,5.662179946899414
-66,"A, 65",5.651717185974121,5.594456195831299,5.627827167510986,5.632890224456787,5.640829563140869,5.6454362869262695,5.652200698852539,5.666207790374756
-65,"A, 65",5.634825229644775,5.590171813964844,5.622172832489014,5.628178119659424,5.639154434204102,5.642994403839111,5.652861595153809,5.666851043701172
-64,"A, 65",5.6186604499816895,5.588862895965576,5.621745586395264,5.628147602081299,5.6383562088012695,5.643279075622559,5.65625,5.669101238250732
-63,"A, 65",5.634968280792236,5.593656539916992,5.620170593261719,5.627872943878174,5.636597633361816,5.643191337585449,5.654820919036865,5.667423248291016
-62,"A, 65",5.6353607177734375,5.596018314361572,5.622438430786133,5.630257606506348,5.637639999389648,5.645147800445557,5.655998706817627,5.668884754180908
-61,"A, 65",5.641977787017822,5.598821640014648,5.620398044586182,5.629446983337402,5.636579036712647,5.645076274871826,5.65446138381958,5.66788387298584
-60,"A, 65",5.635110855102539,5.599066257476807,5.622371196746826,5.63075065612793,5.63773250579834,5.646291255950928,5.655889987945557,5.669260501861572
-59,"A, 65",5.637571334838867,5.599264144897461,5.619258403778076,5.628866672515869,5.635980606079102,5.645136833190918,5.654442310333252,5.667934417724609
-58,"A, 65",5.613492965698242,5.598467826843262,5.620810031890869,5.629354476928711,5.636760234832764,5.645496845245361,5.65554666519165,5.668536186218262
-57,"A, 65",5.627800941467285,5.598045349121094,5.617768287658691,5.627324104309082,5.634787559509277,5.643885135650635,5.653984069824219,5.667122840881348
-56,"A, 65",5.63856840133667,5.597058296203613,5.619270324707031,5.627542018890381,5.635344982147217,5.643782138824463,5.654510974884033,5.666919708251953
-55,"A, 65",5.634932518005371,5.59679651260376,5.61673641204834,5.625812530517578,5.633549213409424,5.642257690429688,5.652956962585449,5.665858268737793
-54,"A, 65",5.63525390625,5.595837593078613,5.61827278137207,5.62598991394043,5.634007453918457,5.641974449157715,5.653068542480469,5.665093898773193
-53,"A, 65",5.635146617889404,5.595831871032715,5.616177558898926,5.6246747970581055,5.632571220397949,5.640810489654541,5.6517839431762695,5.664650917053223
-52,"A, 65",5.630064010620117,5.594947814941406,5.6177167892456055,5.624868392944336,5.632956027984619,5.640482902526856,5.651670455932617,5.663566112518311
-51,"A, 65",5.627261161804199,5.595096588134766,5.61586332321167,5.6239399909973145,5.631914615631104,5.639770984649658,5.65082597732544,5.663815021514893
-50,"A, 65",5.635146617889404,5.5942792892456055,5.617366313934326,5.6241455078125,5.632207870483398,5.639430522918701,5.650592803955078,5.662553310394287
-49,"A, 65",5.638212203979492,5.582620620727539,5.613362789154053,5.623271465301514,5.634896755218506,5.644972324371338,5.657158851623535,5.68537187576294
-48,"A, 65",5.6261091232299805,5.588302135467529,5.617000102996826,5.627244472503662,5.637442588806152,5.646953105926514,5.656490802764893,5.678000926971436
-47,"A, 65",5.633181095123291,5.587561130523682,5.6138129234313965,5.6270432472229,5.639628887176514,5.6470136642456055,5.659634113311768,5.675163269042969
-46,"A, 65",5.634753704071045,5.584904670715332,5.61299467086792,5.626304626464844,5.638850688934326,5.6477766036987305,5.656193733215332,5.671856880187988
-45,"A, 65",5.635574817657471,5.582021713256836,5.614813327789307,5.627252101898193,5.641146659851074,5.649633407592773,5.657748699188232,5.680259704589844
-44,"A, 65",5.63621711730957,5.582637310028076,5.617610931396484,5.630079746246338,5.640215396881104,5.653599739074707,5.653567314147949,5.68254280090332
-43,"A, 65",5.636752128601074,5.589974403381348,5.6209025382995605,5.631823539733887,5.64195442199707,5.654913425445557,5.657476425170898,5.686060905456543
-42,"A, 65",5.6351823806762695,5.591775894165039,5.619313716888428,5.628617286682129,5.638458728790283,5.652754783630371,5.658158302307129,5.679156303405762
-41,"A, 65",5.635110855102539,5.590565204620361,5.6126627922058105,5.623369216918945,5.632630825042725,5.644883155822754,5.656818866729736,5.6767449378967285
-40,"A, 65",5.634860992431641,5.591347217559815,5.613564491271973,5.622534275054932,5.63417387008667,5.646042346954346,5.65886116027832,5.6782732009887695
-39,"A, 65",5.635396480560303,5.590888023376465,5.611140251159668,5.621151924133301,5.631261348724365,5.641464710235596,5.654067039489746,5.67587947845459
-38,"A, 65",5.623403549194336,5.594284057617188,5.6165971755981445,5.625056266784668,5.635922431945801,5.643797874450684,5.654996871948242,5.677785396575928
-37,"A, 65",5.650311470031738,5.592893123626709,5.614615440368652,5.624423980712891,5.632841110229492,5.639346599578857,5.6496171951293945,5.672243118286133
-36,"A, 65",5.634968280792236,5.59498929977417,5.619698524475098,5.62865161895752,5.63625955581665,5.642475128173828,5.651360034942627,5.67378044128418
-35,"A, 65",5.618297100067139,5.592743873596191,5.616537094116211,5.624729156494141,5.633768558502197,5.639832019805908,5.649940967559815,5.67016077041626
-34,"A, 65",5.647388458251953,5.593160152435303,5.619455337524414,5.627463817596436,5.635668277740479,5.6445841789245605,5.653505802154541,5.674169063568115
-33,"A, 65",5.643218040466309,5.589407920837402,5.614725112915039,5.62234354019165,5.6324968338012695,5.641208171844482,5.652029991149902,5.670497894287109
-32,"A, 65",5.634968280792236,5.583346843719482,5.610561370849609,5.620353221893311,5.629042148590088,5.642397403717041,5.648459911346436,5.6773295402526855
-31,"A, 65",5.621342658996582,5.575122833251953,5.603422164916992,5.613162994384766,5.622222900390625,5.6353278160095215,5.641454696655273,5.669333457946777
-30,"A, 65",5.619204521179199,5.580245018005371,5.605568885803223,5.612127304077148,5.622844696044922,5.638784885406494,5.645220756530762,5.678884029388428
-29,"A, 65",5.635432243347168,5.584926605224609,5.61330509185791,5.617526054382324,5.627949237823486,5.639050960540772,5.64630126953125,5.6723952293396
-28,"A, 65",5.634753704071045,5.590124607086182,5.614768028259277,5.620052814483643,5.632318496704102,5.641996383666992,5.649291515350342,5.681650638580322
-27,"A, 65",5.635432243347168,5.593097686767578,5.620262622833252,5.629330635070801,5.638117790222168,5.643993377685547,5.650611400604248,5.676222324371338
-26,"A, 65",5.63478946685791,5.5955963134765625,5.62137508392334,5.629244327545166,5.636577129364014,5.6422038078308105,5.646756172180176,5.678342819213867
-25,"A, 65",5.635324954986572,5.595068454742432,5.625191688537598,5.63162088394165,5.636730194091797,5.643606185913086,5.644707679748535,5.672019958496094
-24,"A, 65",5.634968280792236,5.594494342803955,5.62696647644043,5.631377220153809,5.63707447052002,5.643994331359863,5.643730640411377,5.676414012908936
-23,"A, 65",5.635146617889404,5.592966556549072,5.6241068840026855,5.631226539611816,5.637289047241211,5.642695903778076,5.642712116241455,5.668791770935059
-22,"A, 65",5.6351823806762695,5.597026348114014,5.626678943634033,5.633529186248779,5.637878894805908,5.641501426696777,5.643369674682617,5.665681838989258
-21,"A, 65",5.635039806365967,5.600040912628174,5.628167629241943,5.636324882507324,5.639175891876221,5.642644882202148,5.645486354827881,5.656630039215088
-20,"A, 65",5.6353607177734375,5.600085258483887,5.633050918579102,5.637869834899902,5.639064311981201,5.644523143768311,5.647528648376465,5.65637731552124
-19,"A, 65",5.6353607177734375,5.599620819091797,5.630478858947754,5.634883880615234,5.638820171356201,5.644638538360596,5.6484198570251465,5.6590728759765625
-18,"A, 65",5.635004043579102,5.595479488372803,5.627692699432373,5.631777286529541,5.639123439788818,5.644133567810059,5.650388240814209,5.663515090942383
-17,"A, 65",5.635004043579102,5.590975284576416,5.621439933776856,5.626965999603272,5.638368606567383,5.642054557800293,5.651422023773193,5.666018486022949
-16,"A, 65",5.635218143463135,5.588161468505859,5.620969772338867,5.626642227172852,5.638769626617432,5.642942428588867,5.6561455726623535,5.670145988464356
-15,"A, 65",5.634825229644775,5.591936111450195,5.61905574798584,5.626351833343506,5.637009143829346,5.643198013305664,5.655568599700928,5.669890403747559
-14,"A, 65",5.635039806365967,5.594347953796387,5.621233940124512,5.628931999206543,5.638164043426514,5.645537376403809,5.657264232635498,5.672111988067627
-13,"A, 65",5.635289669036865,5.597452163696289,5.619315147399902,5.628556251525879,5.63700008392334,5.64581298828125,5.6559038162231445,5.671692848205566
-12,"A, 65",5.634932518005371,5.597702980041504,5.621214389801025,5.629866123199463,5.638120651245117,5.647131443023682,5.657242774963379,5.673285484313965
-11,"A, 65",5.6353607177734375,5.597985744476318,5.6182355880737305,5.6281023025512695,5.636301040649414,5.646069049835205,5.655819416046143,5.672163963317871
-10,"A, 65",5.634611129760742,5.5969767570495605,5.61968469619751,5.628429412841797,5.637060642242432,5.646397590637207,5.656761646270752,5.67283821105957
-9,"A, 65",5.635539531707764,5.596534252166748,5.616724014282227,5.626413345336914,5.635068893432617,5.644759178161621,5.655163288116455,5.671412944793701
-8,"A, 65",5.634896755218506,5.5953216552734375,5.618113994598389,5.62646484375,5.635615348815918,5.644584655761719,5.655515193939209,5.671218395233154
-7,"A, 65",5.635039806365967,5.595057010650635,5.615650653839111,5.624781131744385,5.633848190307617,5.643022537231445,5.653913497924805,5.670064926147461
-6,"A, 65",5.635289669036865,5.593966960906982,5.617094993591309,5.624835968017578,5.6342973709106445,5.642688751220703,5.653879642486572,5.669307708740234
-5,"A, 65",5.634896755218506,5.5939788818359375,5.615048885345459,5.623582363128662,5.632883548736572,5.641476631164551,5.652537822723389,5.668756008148193
-4,"A, 65",5.6351823806762695,5.593048095703125,5.616515636444092,5.623685836791992,5.633261203765869,5.641127109527588,5.652335643768311,5.667690277099609
-3,"A, 65",5.650311470031738,5.593226432800293,5.614696025848389,5.622812747955322,5.632224559783936,5.640356540679932,5.6514410972595215,5.667832374572754
