time,in,out,customer,line
2023-06-06 01:30:00,279.82,285.7,A,65
2023-06-06 02:00:00,279.25,285.08,A,65
2023-06-06 02:30:00,292.21,298.71,A,65
2023-06-06 03:00:00,277.01,282.91,A,65
2023-06-06 03:30:00,279.14,284.92,A,65
2023-06-06 04:00:00,279.04,284.74,A,65
2023-06-06 04:30:00,276.32,282.12,A,65
2023-06-06 05:00:00,278.32,284.0,A,65
2023-06-06 05:30:00,279.07,284.86,A,65
2023-06-06 06:00:00,279.12,284.88,A,65
2023-06-06 06:30:00,279.07,284.78,A,65
2023-06-06 07:00:00,279.2,285.02,A,65
2023-06-06 07:30:00,276.62,282.3,A,65
2023-06-06 08:00:00,277.39,283.17,A,65
2023-06-06 08:30:00,271.69,277.57,A,65
2023-06-06 09:00:00,274.72,280.44,A,65
2023-06-06 09:30:00,274.4,280.06,A,65
2023-06-06 10:00:00,276.92,282.63,A,65
2023-06-06 10:30:00,280.02,285.95,A,65
2023-06-06 11:00:00,285.74,292.13,A,65
2023-06-06 11:30:00,279.2,284.99,A,65
2023-06-06 12:00:00,279.17,284.94,A,65
2023-06-06 12:30:00,276.09,281.83,A,65
2023-06-06 13:00:00,278.5,284.27,A,65
2023-06-06 13:30:00,277.75,283.51,A,65
2023-06-06 14:00:00,276.78,282.46,A,65
2023-06-06 14:30:00,279.16,284.96,A,65
2023-06-06 15:00:00,279.02,284.75,A,65
2023-06-06 15:30:00,279.09,284.8,A,65
2023-06-06 16:00:00,278.28,284.09,A,65
2023-06-06 16:30:00,275.4,260.6,A,65
2023-06-06 17:00:00,278.83,259.96,A,65
2023-06-06 17:30:00,279.06,284.76,A,65
2023-06-06 18:00:00,278.34,284.14,A,65
2023-06-06 18:30:00,276.22,281.94,A,65
2023-06-06 19:00:00,281.77,287.87,A,65
2023-06-06 19:30:00,280.68,286.6,A,65
2023-06-06 20:00:00,278.35,284.14,A,65
2023-06-06 20:30:00,276.26,282.01,A,65
2023-06-06 21:00:00,279.13,284.84,A,65
2023-06-06 21:30:00,275.87,281.67,A,65
2023-06-06 22:00:00,275.11,280.79,A,65
2023-06-06 22:30:00,279.11,284.88,A,65
2023-06-06 23:00:00,279.11,284.89,A,65
2023-06-06 23:30:00,279.06,284.77,A,65
2023-06-07 00:00:00,279.1,284.89,A,65
2023-06-07 00:30:00,283.69,289.47,A,65
2023-06-07 01:00:00,276.06,281.82,A,65
2023-06-07 01:30:00,273.97,279.69,A,65
2023-06-07 02:00:00,283.67,289.46,A,65
2023-06-07 02:30:00,279.18,285.01,A,65
2023-06-07 03:00:00,279.02,284.69,A,65
2023-06-07 03:30:00,284.67,290.61,A,65
2023-06-07 04:00:00,279.48,285.2,A,65
2023-06-07 04:30:00,282.77,288.78,A,65
2023-06-07 05:00:00,279.59,285.47,A,65
2023-06-07 05:30:00,279.08,284.79,A,65
2023-06-07 06:00:00,279.14,284.97,A,65
2023-06-07 06:30:00,278.85,284.53,A,65
2023-06-07 07:00:00,278.94,284.69,A,65
2023-06-07 07:30:00,279.04,284.74,A,65
2023-06-07 08:00:00,280.59,286.45,A,65
2023-06-07 08:30:00,279.63,285.43,A,65
2023-06-07 09:00:00,274.96,280.64,A,65
2023-06-07 09:30:00,276.89,282.7,A,65
2023-06-07 10:00:00,279.31,285.15,A,65
2023-06-07 10:30:00,278.99,284.67,A,65
2023-06-07 11:00:00,279.23,285.1,A,65
2023-06-07 11:30:00,279.08,284.86,A,65
2023-06-07 12:00:00,279.13,284.83,A,65
2023-06-07 12:30:00,279.2,285.13,A,65
2023-06-07 13:00:00,279.04,284.7,A,65
2023-06-07 13:30:00,279.08,284.88,A,65
2023-06-07 14:00:00,279.13,284.86,A,65
2023-06-07 14:30:00,279.05,284.82,A,65
2023-06-07 15:00:00,279.11,284.9,A,65
2023-06-07 15:30:00,279.04,284.72,A,65
2023-06-07 16:00:00,279.2,285.03,A,65
2023-06-07 16:30:00,278.95,284.65,A,65
2023-06-07 17:00:00,279.15,284.94,A,65
2023-06-07 17:30:00,282.26,288.1,A,65
2023-06-07 18:00:00,280.43,286.21,A,65
2023-06-07 18:30:00,280.04,285.9,A,65
2023-06-07 19:00:00,280.56,286.44,A,65
2023-06-07 19:30:00,278.74,284.51,A,65
2023-06-07 20:00:00,274.4,280.03,A,65
2023-06-07 20:30:00,279.22,285.02,A,65
2023-06-07 21:00:00,278.97,284.67,A,65
2023-06-07 21:30:00,279.16,284.98,A,65
2023-06-07 22:00:00,277.69,283.45,A,65
2023-06-07 22:30:00,278.77,284.5,A,65
